,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,198.02,234.54,249.24,198.38,247.89,288.02,287.15,292.59,312.94,272.56,301.55,254.12,278.45
Expenses,175.18,202.6,216.14,175.61,220.95,256.64,254.33,265.61,278.01,240.51,267.84,228.62,253.13
Operating Profit,22.84,31.94,33.1,22.77,26.94,31.38,32.82,26.98,34.93,32.05,33.71,25.5,25.32
OPM %,11.53,13.62,13.28,11.48,10.87,10.9,11.43,9.22,11.16,11.76,11.18,10.03,9.09
Other Income,1.5,3.61,0.52,-23.21,2.42,1.09,26.62,0.92,1.8,7.16,3.51,2.94,3.23
Interest,2.08,2.36,2.31,3.03,1.92,2.58,2.23,2.74,3.47,4.12,6.61,11.39,11.63
Depreciation,6.65,6.84,7.11,7.08,7.06,7.18,7.09,6.71,6.68,6.84,8.93,12.21,12.44
Profit before tax,15.61,26.35,24.2,-10.55,20.38,22.71,50.12,18.45,26.58,28.25,21.68,4.84,4.48
Tax %,23.89,23.76,26.45,-21.71,30.03,27.7,11.99,28.08,25.92,25.27,29.11,28.93,37.5
Net Profit,11.88,20.1,17.8,-12.84,14.26,16.43,44.12,13.27,19.7,21.11,15.38,3.45,2.8
EPS in Rs,5.44,9.21,8.15,-5.88,6.53,7.53,20.21,6.08,9.02,9.67,7.05,1.58,1.28
