,2018-09-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-38,-36,-36,0,9,5
Cash from Investing Activity,-1,-1,-1,0,0,0
Cash from Financing Activity,39,37,37,-1,-9,-2
Net Cash Flow,0,0,0,0,0,2
