,2018-09-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,15,15,15,15,15
Reserves,2,4,11,12,15,18,20
Borrowings,29,29,34,36,31,32,32
Other Liabilities,20,11,6,6,18,9,7
Total Liabilities,61,54,66,69,79,74,73
Fixed Assets,0,0,0,0,0,0,1
CWIP,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0
Other Assets,61,54,65,69,79,73,72
Total Assets,61,54,66,69,79,74,73
