,2018-09-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,161.0,63.0,59,88,67,58
Inventory Days,7.0,3.0,18,11,8,7
Days Payable,48.0,13.0,7,9,18,8
Cash Conversion Cycle,120.0,53.0,70,90,57,57
Working Capital Days,113.0,52.0,88,109,66,66
ROCE %,,,8,6,13,11
