,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,-2,24,-10,9,-4,1,-86,-799,-347,-1125,-1220
Cash from Investing Activity,-3,3,-26,11,-6,1,-1,-347,179,-46,43,-85
Cash from Financing Activity,0,0,0,0,0,0,0,754,308,508,1023,1279
Net Cash Flow,0,1,-2,0,3,-3,0,321,-312,115,-58,-26
