,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.06,46.06,46.06,50.49,43.74,43.75
Public,53.94,53.94,53.94,49.51,56.25,56.26
No. of Shareholders,821.0,731.0,662.0,345.0,2403.0,3332.0
