,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,4.29,4.29,5.47,3.26
Expenses,3.81,3.81,4.36,2.61
Operating Profit,0.48,0.48,1.11,0.65
OPM %,11.19,11.19,20.29,19.94
Other Income,0.06,0.06,-0.05,0.0
Interest,0.0,0.0,0.03,0.01
Depreciation,0.14,0.14,0.15,0.11
Profit before tax,0.4,0.4,0.88,0.53
Tax %,25.0,25.0,29.55,26.42
Net Profit,0.29,0.29,0.61,0.39
EPS in Rs,58.0,1.61,3.39,2.17
