,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.05,0.05,0.05,1.8,1.8
Reserves,0.03,0.11,1.52,2.46,2.85
Borrowings,0.2,0.86,0.66,0.55,0.49
Other Liabilities,0.38,0.84,1.51,1.27,1.83
Total Liabilities,0.66,1.86,3.74,6.08,6.97
Fixed Assets,0.0,1.15,0.8,0.7000000000000001,0.59
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,0.66,0.71,2.94,5.38,6.38
Total Assets,0.66,1.86,3.74,6.08,6.97
