,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.19,4.15,7.62,9.76,8.73
Expenses,2.15,4.01,5.3,8.16,6.97
Operating Profit,0.04,0.14,2.32,1.6,1.76
OPM %,1.83,3.37,30.45,16.39,20.16
Other Income,0.0,0.0,0.01,0.0,-0.05
Interest,0.0,0.0,0.05,0.03,0.04
Depreciation,0.0,0.02,0.37,0.29,0.26
Profit before tax,0.04,0.12,1.91,1.28,1.41
Tax %,25.0,25.0,27.23,28.91,
Net Profit,0.03,0.09,1.4,0.91,1.00
EPS in Rs,60.0,180.0,280.0,5.06,5.56
