,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,23.91,31.25,28.91,26.88,36.34,34.66,32.17,28.03,29.8,26.0,32.39,28.55,28.78
Expenses,20.99,27.24,26.19,24.99,32.77,32.1,30.6,27.07,31.34,28.96,32.57,29.52,28.66
Operating Profit,2.92,4.01,2.72,1.89,3.57,2.56,1.57,0.96,-1.54,-2.96,-0.18,-0.97,0.12
OPM %,12.21,12.83,9.41,7.03,9.82,7.39,4.88,3.42,-5.17,-11.38,-0.56,-3.4,0.42
Other Income,0.05,0.09,0.17,0.34,0.12,0.11,0.08,0.15,0.55,0.28,0.4,0.18,0.27
Interest,0.56,0.46,0.47,0.46,1.01,0.5,0.29,0.48,0.51,0.51,0.66,0.71,0.99
Depreciation,1.17,1.16,1.14,1.13,1.12,1.17,1.11,1.38,1.0,1.19,1.22,1.18,1.13
Profit before tax,1.24,2.48,1.28,0.64,1.56,1.0,0.25,-0.75,-2.5,-4.38,-1.66,-2.68,-1.73
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,1.24,2.48,1.28,0.64,1.55,1.0,0.25,-0.75,-2.51,-4.38,-1.66,-2.68,-1.74
EPS in Rs,0.05,0.1,0.05,0.03,0.07,0.04,0.01,-0.03,-0.11,-0.18,-0.07,-0.11,-0.07
