,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.09,50.09,55.06,55.06,60.03,60.03,60.03,60.03
FIIs,0.43,2.69,1.72,1.34,0.95,0.92,4.19,3.44
DIIs,5.3,11.67,13.91,17.29,13.21,9.45,6.81,6.75
Government,0.99,0.99,0.89,0.89,0.79,0.79,0.79,0.79
Public,43.19,34.56,28.42,25.42,25.02,28.8,28.18,28.98
No. of Shareholders,53181.0,53551.0,53728.0,52732.0,64131.0,116208.0,109374.0,119751.0
