,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25,25,25,25,28,28,32,32,32,32.0
Reserves,-4,-58,-20,63,74,182,333,683,835,1268,1494,1548,1580.0
Preference Capital,100,100,100,100,0,0,0,0,0,0,0,0,
Borrowings,442,355,245,214,410,540,475,42,302,160,148,145,142.0
Other Liabilities,207,410,432,402,350,319,291,629,529,402,676,781,734.0
Total Liabilities,671,732,683,704,859,1066,1125,1382,1695,1862,2349,2506,2487.0
Fixed Assets,188,152,226,200,353,590,586,630,668,793,1005,1182,1247.0
CWIP,26,114,3,0,88,34,24,31,98,134,233,164,190.0
Investments,102,99,134,134,0,0,10,0,10,0,60,100,0.0
Other Assets,355,367,320,370,419,442,505,721,918,936,1051,1060,1051.0
Total Assets,671,732,683,704,859,1066,1125,1382,1695,1862,2349,2506,2487.0
