,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,97,96,100,102,104,105,104,104,110,113,121,139,138
Borrowings,77,95,89,79,87,87,73,63,48,53,86,103,95
Other Liabilities,52,47,51,53,35,48,40,54,55,60,69,96,29
Total Liabilities,245,258,260,253,245,259,236,241,232,245,296,357,281
Fixed Assets,85,87,93,92,91,103,103,98,90,103,98,101,98
CWIP,0,1,2,0,0,0,0,0,0,0,0,0,0
Investments,6,38,32,27,26,0,0,0,0,0,0,0,0
Other Assets,154,132,132,135,127,156,133,143,141,141,197,256,183
Total Assets,245,258,260,253,245,259,236,241,232,245,296,357,281
