,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,6,6,12,12
Reserves,24,42,48,49,56
Borrowings,49,59,123,139,113
Other Liabilities,44,56,64,78,61
Total Liabilities,120,162,241,279,242
Fixed Assets,45,53,77,88,69
CWIP,0,0,0,1,0
Investments,0,0,0,0,8
Other Assets,75,110,164,190,166
Total Assets,120,162,241,279,242
