,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5,-8,-21,18
Cash from Investing Activity,-23,-11,-31,-23
Cash from Financing Activity,28,18,52,5
Net Cash Flow,-1,-1,0,0
