,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,60.0,64,59,54
Inventory Days,96.0,122,168,168
Days Payable,80.0,102,75,85
Cash Conversion Cycle,76.0,84,151,137
Working Capital Days,60.0,90,120,117
ROCE %,,16,14,11
