,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,180.0,218.0,312.0,359.0
Expenses,161.0,199.0,282.0,326.0
Operating Profit,19.0,20.0,30.0,33.0
OPM %,10.0,9.0,10.0,9.0
Other Income,-1.0,0.0,1.0,2.0
Interest,4.0,5.0,9.0,11.0
Depreciation,4.0,4.0,9.0,12.0
Profit before tax,9.0,11.0,13.0,12.0
Tax %,38.0,32.0,28.0,29.0
Net Profit,6.0,7.0,9.0,9.0
EPS in Rs,7.12,5.11,6.52,6.86
