,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,70.45,70.45,70.45,70.44,70.45,70.45,70.45
Public,29.56,29.56,29.56,29.56,29.56,29.56,29.55
No. of Shareholders,523.0,296.0,257.0,230.0,217.0,358.0,1225.0
