,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,11,11,11.0
Reserves,142,137,244,608,699,760.0
Preference Capital,0,0,0,0,0,
Borrowings,54,144,117,18,18,18.0
Other Liabilities,87,116,78,140,208,263.0
Total Liabilities,285,397,440,777,936,1052.0
Fixed Assets,106,216,168,222,396,382.0
CWIP,0,0,0,0,1,0.0
Investments,41,45,129,165,140,128.0
Other Assets,138,136,143,390,399,543.0
Total Assets,285,397,440,777,936,1052.0
