,2022-03-01,2023-03-01,2023-11-01
Promoters,56.29,55.76,51.28
FIIs,9.18,4.05,10.18
DIIs,8.8,14.65,18.73
Public,25.73,25.54,19.8
No. of Shareholders,69018.0,60625.0,60538.0
