,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,18,18,18,18,18,18,18,18,18,18,18.0
Reserves,56,103,136,141,146,146,118,67,30,48,50,22,21.0
Preference Capital,0,9,0,0,0,0,0,0,0,0,0,0,
Borrowings,326,436,492,519,502,344,202,109,86,73,58,54,54.0
Other Liabilities,18,69,84,80,59,53,120,8,5,3,4,3,4.0
Total Liabilities,413,621,731,758,725,561,459,202,139,142,130,97,97.0
Fixed Assets,4,14,11,12,11,11,14,14,14,14,14,13,13.0
CWIP,10,2,1,1,1,1,0,0,0,0,0,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,399,605,719,745,713,549,445,188,125,128,116,84,84.0
Total Assets,413,621,731,758,725,561,459,202,139,142,130,97,97.0
