,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.89,1.95,-1.27,1.97,2.16,2.79,2.81,0.73,1.08,0.86,4.22,1.03,1.09
Expenses,4.26,12.8,-30.64,3.95,2.83,2.71,3.84,2.54,3.36,3.34,18.07,7.56,1.86
Operating Profit,-2.37,-10.85,29.37,-1.98,-0.67,0.08,-1.03,-1.81,-2.28,-2.48,-13.85,-6.53,-0.77
OPM %,-125.4,-556.41,,-100.51,-31.02,2.87,-36.65,-247.95,-211.11,-288.37,-328.2,-633.98,-70.64
Other Income,0.18,0.04,9.00,0.0,0.02,0.01,6.67,0.01,0.0,0.0,1.6,0.04,0.03
Interest,0.05,0.05,0.05,0.08,0.07,0.02,-0.04,0.07,0.03,0.03,0.02,0.03,0.02
Depreciation,0.18,0.19,0.15,0.16,0.16,0.16,0.08,0.14,0.14,0.13,0.14,0.13,0.12
Profit before tax,-2.42,-11.05,38.17,-2.22,-0.88,-0.09,5.6,-2.01,-2.45,-2.64,-12.41,-6.65,-0.88
Tax %,2.89,20.54,23.40,2.7,-3.41,-77.78,1.79,2.99,4.08,11.74,-73.41,20.6,-2.27
Net Profit,-2.34,-8.78,29.24,-2.16,-0.91,-0.16,5.5,-1.95,-2.35,-2.34,-21.52,-5.28,-0.89
EPS in Rs,-1.27,-4.78,15.92,-1.18,-0.5,-0.09,2.99,-1.06,-1.28,-1.27,-11.72,-2.87,-0.48
