,2012-09-01,2013-09-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,13,13,13,13,13,13,13,13.0
Reserves,-5,-280,-608,-1085,-1265,-1379,-1375,-1235,-1106,-1055,-1095,-1109,-1003.0
Preference Capital,12,12,12,12,41,0,0,0,0,0,0,0,
Borrowings,3176,3251,3233,3185,3146,3073,2851,2616,2294,2234,2087,1986,1898.0
Other Liabilities,421,363,365,366,408,512,671,775,720,705,741,862,911.0
Total Liabilities,3603,3345,3002,2477,2300,2219,2160,2169,1920,1897,1745,1752,1818.0
Fixed Assets,1827,1677,1606,1457,1321,1118,1027,949,825,738,698,638,627.0
CWIP,23,24,23,21,21,22,17,29,28,27,33,26,32.0
Investments,0,0,0,0,2,7,7,7,7,7,8,8,8.0
Other Assets,1753,1643,1373,998,957,1073,1108,1184,1060,1124,1007,1081,1152.0
Total Assets,3603,3345,3002,2477,2300,2219,2160,2169,1920,1897,1745,1752,1818.0
