,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.55,6.94,10.29
Reserves,1.6800000000000002,17.52,60.38
Borrowings,0.14,40.35,1.66
Other Liabilities,0.55,11.0,44.4
Total Liabilities,7.92,75.81,116.73
Fixed Assets,0.04,11.96,11.52
CWIP,0.0,0.0,0.0
Investments,0.0,27.67,35.66
Other Assets,7.88,36.18,69.55
Total Assets,7.92,75.81,116.73
