,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,28.89,26.33,21.63,29.55,35.83,31.47,31.13,37.49,36.94,30.37,26.72,31.13,35.52
Expenses,22.48,21.74,20.45,25.11,29.49,29.61,27.98,32.41,32.37,26.78,24.07,28.5,28.72
Operating Profit,6.41,4.59,1.18,4.44,6.34,1.86,3.15,5.08,4.57,3.59,2.65,2.63,6.8
OPM %,22.19,17.43,5.46,15.03,17.69,5.91,10.12,13.55,12.37,11.82,9.92,8.45,19.14
Other Income,0.2,0.1,1.65,0.04,0.29,0.14,0.49,0.39,0.53,0.01,0.26,0.37,0.21
Interest,0.29,0.31,0.24,0.35,0.44,0.3,0.22,0.45,0.33,0.4,0.24,0.44,0.2
Depreciation,0.29,0.32,0.32,0.33,0.38,0.36,0.37,0.34,0.41,0.4,0.9,0.46,0.45
Profit before tax,6.03,4.06,2.27,3.8,5.81,1.34,3.05,4.68,4.36,2.8,1.77,2.1,6.36
Tax %,28.03,31.53,68.28,29.21,29.09,70.15,37.05,29.06,37.84,28.93,75.71,29.05,29.09
Net Profit,4.33,2.78,0.72,2.69,4.11,0.4,1.91,3.32,2.71,1.98,0.42,1.49,4.5
EPS in Rs,8.73,5.6,1.45,5.42,8.29,0.81,3.85,6.69,5.46,3.99,0.85,3.0,9.07
