,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,15,16,16,16,16,16,16,16,16,16,16
Reserves,2241,2460,2611,2438,2951,3420,4071,4793,5588,4726,5303,5383,5394
Borrowings,3818,4245,4395,4793,4493,4045,3469,4840,4808,2830,3192,3677,3668
Other Liabilities,1688,1650,1842,1372,1280,1417,1902,1670,1898,1192,1319,1853,2322
Total Liabilities,7763,8371,8864,8619,8740,8899,9457,11319,12310,8763,9830,10929,11400
Fixed Assets,4460,4967,5099,4911,5104,5107,5401,5648,6340,4609,4871,5183,5989
CWIP,686,437,472,597,611,684,671,901,768,897,1090,1561,1095
Investments,19,26,34,40,85,103,124,115,69,241,239,256,266
Other Assets,2598,2941,3259,3071,2939,3006,3262,4654,5133,3017,3631,3928,4050
Total Assets,7763,8371,8864,8619,8740,8899,9457,11319,12310,8763,9830,10929,11400
