,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.09,73.09,73.9,74.53,74.69
Public,26.91,26.91,26.1,25.47,25.31
No. of Shareholders,69.0,68.0,73.0,578.0,537.0
