,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.0,0.14,-1.38
Cash from Investing Activity,0.0,-0.01,-0.04
Cash from Financing Activity,0.01,0.0,1.43
Net Cash Flow,0.01,0.13,0.01
