,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.95,5.44,4.25,2.94,4.47,2.75,5.13,5.52,3.61,3.66,4.95,5.39,7.1
Expenses,1.86,4.52,3.73,1.69,3.37,3.87,3.92,1.89,2.03,1.96,7.94,2.13,2.83
Operating Profit,0.09,0.92,0.52,1.25,1.1,-1.12,1.21,3.63,1.58,1.7,-2.99,3.26,4.27
OPM %,4.62,16.91,12.24,42.52,24.61,-40.73,23.59,65.76,43.77,46.45,-60.4,60.48,60.14
Other Income,0.44,1.31,1.18,5.14,0.84,4.68,1.21,-0.58,2.14,2.4,-0.18,2.54,2.98
Interest,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.03,0.12,0.12
Depreciation,0.04,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.25,0.25,0.2,0.46,0.26
Profit before tax,0.43,2.08,1.55,6.27,1.82,3.44,2.3,2.76,3.43,3.82,-3.4,5.22,6.87
Tax %,0.0,0.0,70.97,0.0,0.0,0.0,65.65,0.0,0.0,0.0,-12.35,9.77,10.92
Net Profit,0.43,2.08,0.45,6.27,1.82,3.44,0.79,2.76,3.43,3.82,-3.82,4.71,6.12
EPS in Rs,0.22,1.08,0.23,3.25,0.94,1.78,0.41,1.43,1.78,1.98,-1.98,2.33,3.03
