,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,606.0,170.0,323.0,739.0
Expenses,456.0,239.0,311.0,501.0
Operating Profit,150.0,-69.0,11.0,238.0
OPM %,25.0,-41.0,4.0,32.0
Other Income,-118.0,8.0,-8.0,42.0
Interest,208.0,309.0,346.0,522.0
Depreciation,126.0,112.0,101.0,96.0
Profit before tax,-302.0,-481.0,-443.0,-339.0
Tax %,1.0,1.0,-0.0,-0.0
Net Profit,-300.0,-478.0,-443.0,-339.0
EPS in Rs,-39.32,-62.61,-58.12,-39.68
