,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,460.12,162.22,,182.50,1825.00,,,,,,,
Inventory Days,61.2,0.00,,0.00,0.00,,,,,,,
Days Payable,0.0,,,,,,,,,,,
Cash Conversion Cycle,521.32,162.22,,182.50,1825.00,,,,,,,
Working Capital Days,2922.21,8226.98,,5933.72,131400.00,,,,,,,
ROCE %,0.07,-0.05,-0.10,-0.72,-0.94,-0.37,-0.05,1.63,0.68,0.83,0.82,0.20
