,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,61,63,113,112,120,134,142,147,163,203,243,294,323
Borrowings,54,63,15,33,23,45,54,36,12,2,1,0,0
Other Liabilities,54,67,56,39,49,55,82,54,78,85,88,112,125
Total Liabilities,183,206,196,197,205,247,291,251,267,303,345,419,461
Fixed Assets,109,103,106,105,109,137,131,128,123,113,104,124,128
CWIP,1,1,1,1,2,2,9,17,10,12,31,25,42
Investments,0,0,0,0,0,0,0,0,0,0,0,58,79
Other Assets,73,102,89,92,94,108,152,106,134,178,210,211,212
Total Assets,183,206,196,197,205,247,291,251,267,303,345,419,461
