,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
FIIs,16.24,13.01,9.49,8.96,8.98,9.21,10.56,10.57
DIIs,1.63,3.85,7.15,7.21,4.05,4.18,3.61,4.47
Public,7.13,8.14,8.36,8.83,11.97,11.61,10.83,9.96
No. of Shareholders,28916.0,31243.0,46452.0,57324.0,110730.0,113478.0,119971.0,99895.0
