,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.91,61.65,55.71,55.67,55.66,55.66,55.65,55.65
Public,37.09,38.35,44.29,44.33,44.34,44.34,44.35,44.35
No. of Shareholders,9118.0,8992.0,8956.0,8915.0,8923.0,9210.0,9196.0,9190.0
