,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,13,25,25,25,25
Reserves,578,832,1155,1502,1710,1910
Borrowings,83,186,143,97,70,51
Other Liabilities,123,142,151,205,160,134
Total Liabilities,783,1173,1474,1830,1966,2120
Fixed Assets,271,357,441,534,663,651
CWIP,111,102,96,30,165,172
Investments,7,338,542,598,536,770
Other Assets,394,376,395,667,601,527
Total Assets,783,1173,1474,1830,1966,2120
