,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,21,6,22,5,13,35,-6,29,50,-12,26,36
Cash from Investing Activity,-3,-4,-10,-11,0,-3,-14,-7,-5,-1,-10,-17
Cash from Financing Activity,-19,-2,-6,8,-12,-37,20,-21,-46,11,-14,-20
Net Cash Flow,-1,-1,6,2,1,-6,0,0,-1,-2,1,-2
