,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.46,40.46,40.4,40.32,40.24,40.48,41.02,41.05
DIIs,9.84,9.83,9.83,9.83,9.83,9.83,9.83,9.83
Public,49.7,49.71,49.77,49.85,49.94,49.7,49.15,49.12
No. of Shareholders,9150.0,9109.0,9649.0,9189.0,9880.0,11556.0,11931.0,11433.0
