,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,45,45
Reserves,0,1386,1513,1612
Borrowings,0,341,215,207
Other Liabilities,0,312,457,449
Total Liabilities,0,2040,2231,2313
Fixed Assets,0,782,926,1006
CWIP,0,187,102,89
Investments,0,32,74,81
Other Assets,0,1038,1130,1137
Total Assets,0,2040,2231,2313
