,2023-03-01,2023-06-01,2023-09-01
Promoters,45.98,45.98,46.3
FIIs,7.69,7.43,8.45
DIIs,13.68,10.65,10.51
Government,0.01,0.01,0.01
Public,32.64,35.92,34.73
No. of Shareholders,276664.0,258239.0,226286.0
