,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1.0,1,0,0,1,1,0,0,1
Inventory Days,269.0,249,215,158,278,303,480,318,321
Days Payable,0.0,0,18,1,1,4,5,0,12
Cash Conversion Cycle,270.0,249,198,157,277,299,476,318,310
Working Capital Days,231.0,214,184,136,232,261,348,253,252
ROCE %,,11,8,12,10,8,17,19,18
