,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-10-01
Promoters,73.14,73.14,73.14,73.14,73.14,73.14,54.85
Public,26.87,26.85,26.86,26.86,26.86,26.86,45.15
No. of Shareholders,180.0,149.0,124.0,88.0,199.0,179.0,416.0
