,2021-03-01,2022-03-01,2023-03-01
Debtor Days,147.22,113.16,82.15
Inventory Days,1378.89,175.17,1318.82
Days Payable,1929.29,40.63,241.04
Cash Conversion Cycle,-403.18,247.7,1159.93
Working Capital Days,156.09,159.39,153.97
ROCE %,,28.92,83.12
