,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.1,5.1,5.1,7.38
Reserves,-2.13,-1.54,1.24,17.55
Borrowings,4.51,2.86,2.88,0.13
Other Liabilities,4.34,3.12,3.15,2.4
Total Liabilities,11.82,9.54,12.37,27.46
Fixed Assets,0.09,0.06,0.23,1.85
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.12
Other Assets,11.73,9.48,12.14,25.49
Total Assets,11.82,9.54,12.37,27.46
