,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.3,9.3
Public,90.84,90.84,90.84,90.84,90.84,90.84,90.84,90.7,90.7
No. of Shareholders,3183.0,2986.0,3030.0,2999.0,3009.0,3053.0,3389.0,3209.0,3198.0
