,2009-03-01,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01
Cash from Operating Activity,-3,-72,258,422,-32,98,-260,-866,1029,-309,1153,-19
Cash from Investing Activity,-237,-954,-531,-910,-395,-997,-2017,-591,-2624,2980,-1528,177
Cash from Financing Activity,234,1166,138,485,429,904,2286,1314,1756,-2629,171,9
Net Cash Flow,-6,140,-135,-4,1,6,9,-142,161,43,-204,167
