,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,34.82,50.78,39.0,46.49,105.08,192.18,493.82,308.59,468.02,177.7,92.36
Inventory Days,16.9,20.47,14.39,40.07,138.88,105.43,327.65,399.35,600.8,369.17,305.22
Days Payable,24.79,40.0,19.58,8.8,76.77,117.48,71.3,42.94,87.21,6.26,15.73
Cash Conversion Cycle,26.93,31.25,33.81,77.77,167.19,180.13,750.17,665.0,981.61,540.61,381.84
Working Capital Days,38.74,33.82,42.13,108.41,244.09,235.14,1234.56,919.14,1492.38,524.69,294.84
ROCE %,,7.96,8.29,6.58,2.67,1.96,-2.72,-2.72,-0.98,5.44,9.11
