,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,17,17,17,18,19,19
Reserves,-2,-2,-1,-1,2,11,14
Borrowings,0,16,17,18,18,22,31
Other Liabilities,3,5,7,11,9,18,18
Total Liabilities,6,36,39,45,48,71,83
Fixed Assets,0,7,8,9,9,11,12
CWIP,0,0,2,1,1,1,1
Investments,0,3,1,1,0,0,0
Other Assets,6,25,28,34,38,58,70
Total Assets,6,36,39,45,48,71,83
