,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.99,65.0,65.0,65.0,65.0,65.0,65.0,65.0
FIIs,0.27,0.16,0.16,0.16,0.16,0.39,0.19,0.21
DIIs,1.13,1.13,1.13,1.15,1.12,1.12,1.12,1.12
Public,33.61,33.71,33.71,33.69,33.72,33.49,33.7,33.66
No. of Shareholders,7271.0,8096.0,8750.0,9193.0,10751.0,12073.0,12532.0,12309.0
