,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,9,9
Reserves,332,360,372,435,492,539,541
Borrowings,31,22,1,3,22,19,15
Other Liabilities,82,69,61,82,67,64,99
Total Liabilities,454,461,444,530,590,632,665
Fixed Assets,135,135,123,120,145,131,131
CWIP,6,2,4,11,2,7,24
Investments,131,113,101,60,101,110,151
Other Assets,182,211,215,339,342,383,359
Total Assets,454,461,444,530,590,632,665
