,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.82,6.87,4.82
Reserves,1.92,3.13,3.63,3.76,4.63,5.08,5.32,5.55,5.89,5.96,6.27,11.95,14.47
Borrowings,4.67,0.87,1.96,3.91,7.9,12.65,14.08,20.05,20.15,21.23,21.23,16.77,16.6
Other Liabilities,2.34,3.79,4.23,4.12,6.47,3.6,3.05,7.65,6.54,6.27,5.38,8.0,4.1
Total Liabilities,13.75,12.61,14.64,16.61,23.82,26.15,27.27,38.07,37.4,38.28,37.7,43.59,42.04
Fixed Assets,9.07,8.64,10.15,9.69,9.01,9.08,12.88,15.29,18.54,17.75,22.18,20.52,21.42
CWIP,0.0,0.0,0.0,0.0,3.86,5.58,2.39,8.88,5.42,5.3,0.0,4.16,4.16
Investments,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Other Assets,4.68,3.97,4.49,6.91,10.94,11.48,11.99,13.89,13.43,15.22,15.51,18.9,16.45
Total Assets,13.75,12.61,14.64,16.61,23.82,26.15,27.27,38.07,37.4,38.28,37.7,43.59,42.04
