,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-23,83,-33,-6,35,17,27,110,3,-15,-40,-116
Cash from Investing Activity,15,-19,-81,100,-67,11,2,61,15,-9,-140,-20
Cash from Financing Activity,-17,-40,94,-81,34,-56,20,-218,-12,18,191,127
Net Cash Flow,-26,24,-20,13,1,-27,49,-47,6,-7,11,-9
