,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.23,46.23,46.23,46.23
FIIs,28.2,11.76,11.97,13.77
DIIs,6.42,6.67,6.13,6.1
Public,19.16,35.34,35.68,33.89
No. of Shareholders,58229.0,65781.0,55713.0,50368.0
