,2022-03-01,2023-03-01,2023-09-01
FIIs,10.44,54.61,54.72
DIIs,3.05,8.04,13.04
Public,83.6,35.15,30.42
Others,2.91,2.22,1.82
No. of Shareholders,1420336.0,1910058.0,1708100.0
