,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,46,46,46,46,46,46,46
Reserves,80,105,119,129,137,113,109
Borrowings,75,68,73,58,76,84,84
Other Liabilities,31,92,90,90,90,68,65
Total Liabilities,232,313,329,323,350,312,304
Fixed Assets,90,138,151,149,144,155,153
CWIP,13,2,0,7,8,0,0
Investments,0,1,1,2,2,1,1
Other Assets,128,172,176,166,197,155,150
Total Assets,232,313,329,323,350,312,304
