,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,46,28,35,-10,11
Cash from Investing Activity,-28,-28,-18,-5,-3,-10
Cash from Financing Activity,38,-33,-4,-24,11,0
Net Cash Flow,15,-15,5,6,-2,1
