,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,36.75,39.68,64.34,38.7,44.01,43.6,58.86,40.68,35.57,71.63,76.72,72.62,70.34
Expenses,31.22,34.09,56.92,34.4,40.66,40.32,54.34,38.22,34.54,68.59,66.37,65.28,63.35
Operating Profit,5.53,5.59,7.42,4.3,3.35,3.28,4.52,2.46,1.03,3.04,10.35,7.34,6.99
OPM %,15.05,14.09,11.53,11.11,7.61,7.52,7.68,6.05,2.9,4.24,13.49,10.11,9.94
Other Income,0.14,0.21,0.48,0.06,0.77,0.4,0.77,0.82,1.9,2.9,-2.74,0.8,0.69
Interest,2.39,2.43,2.96,2.4,2.57,2.38,2.63,2.2,2.12,2.41,2.66,2.53,2.65
Depreciation,1.03,1.01,1.18,1.03,1.06,0.81,0.77,0.65,0.48,0.89,0.69,0.58,0.59
Profit before tax,2.25,2.36,3.76,0.93,0.49,0.49,1.89,0.43,0.33,2.64,4.26,5.03,4.44
Tax %,24.89,25.0,31.12,26.88,30.61,22.45,28.57,32.56,72.73,3.79,39.44,26.24,20.72
Net Profit,1.69,1.78,2.59,0.68,0.34,0.38,1.35,0.3,0.09,2.54,2.58,3.7,3.52
EPS in Rs,0.34,0.35,0.51,0.13,0.07,0.08,0.27,0.06,0.02,0.5,0.51,0.73,0.7
