,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6.0
Reserves,35,22,22,20,22,28,5,16,26,42,69,104,125.0
Preference Capital,8,8,10,10,10,10,44,0,0,0,0,0,
Borrowings,50,51,10,69,75,35,222,417,244,397,739,900,1111.0
Other Liabilities,92,81,159,117,135,197,306,255,273,439,454,355,513.0
Total Liabilities,183,159,196,212,237,265,539,694,548,883,1267,1363,1756.0
Fixed Assets,35,27,21,8,7,7,6,7,26,24,24,31,33.0
CWIP,0,0,0,0,0,0,1,1,0,1,0,1,0.0
Investments,2,2,5,5,6,6,24,281,0,0,436,404,378.0
Other Assets,146,130,171,200,224,252,508,405,522,859,806,928,1344.0
Total Assets,183,159,196,212,237,265,539,694,548,883,1267,1363,1756.0
