,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.95,55.38,55.17,55.17,55.03,51.48,51.09,51.09
FIIs,4.59,3.78,3.04,1.92,2.07,5.4,5.93,6.61
DIIs,26.99,28.08,29.66,32.56,32.35,33.48,34.37,32.27
Government,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Public,10.48,12.75,12.13,10.35,10.55,9.64,8.6,10.03
No. of Shareholders,11215.0,23735.0,28252.0,34962.0,82153.0,104516.0,90017.0,104071.0
