,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,28,28,28,28,28,28,28,56,56,56,56
Reserves,390,436,583,760,670,777,1011,1274,1524,1903,2263,2714,3001
Borrowings,59,148,426,734,735,721,770,758,875,764,1464,652,773
Other Liabilities,392,514,417,490,552,716,798,669,1077,1283,1488,919,813
Total Liabilities,868,1125,1454,2012,1986,2242,2608,2729,3503,4007,5270,4342,4644
Fixed Assets,321,296,272,235,738,1228,1341,1321,1275,776,890,890,877
CWIP,1,110,585,1108,429,91,1,0,10,2,21,3,4
Investments,33,49,26,24,106,74,53,52,66,62,73,72,78
Other Assets,512,671,571,645,713,849,1213,1357,2153,3167,4287,3377,3684
Total Assets,868,1125,1454,2012,1986,2242,2608,2729,3503,4007,5270,4342,4644
