,2011-03-01,2012-03-01,2013-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,23,-23,,57,-79,46
Cash from Investing Activity,-50,-97,,-44,-161,-173
Cash from Financing Activity,22,126,,-17,256,112
Net Cash Flow,-5,6,,-4,16,-15
