,2011-03-01,2012-03-01,2013-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,16,16,20,21,23,26
Reserves,35,131,126,171,291,373,912
Borrowings,68,78,80,185,399,577,313
Other Liabilities,46,62,65,204,359,536,379
Total Liabilities,160,288,288,580,1069,1509,1630
Fixed Assets,62,122,123,273,441,578,586
CWIP,17,21,22,6,5,2,20
Investments,0,30,26,0,1,2,2
Other Assets,80,115,117,301,623,927,1021
Total Assets,160,288,288,580,1069,1509,1630
