,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,0.00,0.0,0.0,93.37,308.85,0.00,219.00,73.00,0.00,103.42
Inventory Days,,,,142.29,493.82,0.00,0.00,0.00,0.00,,,
Days Payable,,,,0.0,0.0,,,,,,,
Cash Conversion Cycle,,,0.00,142.29,493.82,93.37,308.85,0.00,219.00,73.00,0.00,103.42
Working Capital Days,,,219.00,1546.69,2278.31,553.87,1652.53,1446.73,1696.18,87.60,0.00,158.17
ROCE %,0.00,0.00,20.00,1.83,1.69,3.58,5.09,-1.36,-5.88,-5.74,0.47,4.47
