,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,22,-21,125,18,126
Cash from Investing Activity,,-23,-55,-9,-34,-70
Cash from Financing Activity,,1,89,-129,16,-33
Net Cash Flow,,0,13,-14,-1,24
