,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,152,152,152,152,153
Reserves,160,203,133,161,275,400,440
Borrowings,127,127,245,177,289,335,327
Other Liabilities,107,109,125,196,247,297,251
Total Liabilities,395,439,654,686,964,1184,1171
Fixed Assets,48,54,146,255,322,373,362
CWIP,11,25,35,0,2,4,26
Investments,37,62,0,0,0,0,0
Other Assets,299,300,473,431,639,807,783
Total Assets,395,439,654,686,964,1184,1171
